==> Preparing dataset cifar..
Files already downloaded and verified
Files already downloaded and verified
==> Preparing dataset cifar..
Files already downloaded and verified
Files already downloaded and verified
Starting ACGAN training ...
Epoch [1/90], Step [196/196], D_loss: -0.0945, G_loss: 2.0564, acc: 43.7500
Epoch [11/90], Step [196/196], D_loss: 0.9890, G_loss: 1.2673, acc: 70.0000
Epoch [12/90], Step [196/196], D_loss: -0.8258, G_loss: 1.3974, acc: 77.5000
Epoch [13/90], Step [196/196], D_loss: -0.8590, G_loss: 1.9937, acc: 73.7500
Epoch [14/90], Step [196/196], D_loss: -1.0508, G_loss: 1.7470, acc: 81.2500
Epoch [15/90], Step [196/196], D_loss: -0.5736, G_loss: 0.8887, acc: 81.2500
Epoch [16/90], Step [196/196], D_loss: -0.7582, G_loss: 2.3145, acc: 73.7500
Epoch [17/90], Step [196/196], D_loss: -0.7433, G_loss: 3.2225, acc: 83.7500
Epoch [18/90], Step [196/196], D_loss: 0.0755, G_loss: 3.2539, acc: 85.0000
Epoch [19/90], Step [196/196], D_loss: -0.7958, G_loss: 0.9956, acc: 80.0000
Epoch [20/90], Step [196/196], D_loss: -0.4395, G_loss: 0.6348, acc: 82.5000
Epoch [21/90], Step [196/196], D_loss: -1.0383, G_loss: 2.1364, acc: 80.0000
Epoch [22/90], Step [196/196], D_loss: -0.7111, G_loss: 1.7778, acc: 83.7500
Epoch [23/90], Step [196/196], D_loss: -0.7619, G_loss: 2.0463, acc: 78.7500
Epoch [24/90], Step [196/196], D_loss: -1.0794, G_loss: 2.7351, acc: 81.2500
Epoch [25/90], Step [196/196], D_loss: -0.4069, G_loss: 0.1510, acc: 87.5000
Epoch [26/90], Step [196/196], D_loss: -1.0239, G_loss: 1.5025, acc: 83.7500
Epoch [27/90], Step [196/196], D_loss: -1.1105, G_loss: 1.0768, acc: 90.0000
Epoch [28/90], Step [196/196], D_loss: -1.1456, G_loss: 2.7397, acc: 90.0000
Epoch [29/90], Step [196/196], D_loss: -0.9283, G_loss: 0.6664, acc: 88.7500
Epoch [30/90], Step [196/196], D_loss: -1.1064, G_loss: 1.8580, acc: 85.0000
Epoch [31/90], Step [196/196], D_loss: -1.1182, G_loss: 2.3262, acc: 88.7500
Epoch [32/90], Step [196/196], D_loss: -1.1745, G_loss: 1.2437, acc: 92.5000
Epoch [33/90], Step [196/196], D_loss: -1.1162, G_loss: 1.1746, acc: 91.2500
Epoch [34/90], Step [196/196], D_loss: -1.1907, G_loss: 3.6388, acc: 95.0000
Epoch [35/90], Step [196/196], D_loss: -1.1293, G_loss: 2.0017, acc: 90.0000
Epoch [36/90], Step [196/196], D_loss: -1.3170, G_loss: 1.8736, acc: 97.5000
Epoch [37/90], Step [196/196], D_loss: -1.2388, G_loss: 2.3517, acc: 88.7500
Epoch [38/90], Step [196/196], D_loss: -1.2626, G_loss: 1.9745, acc: 95.0000
Epoch [39/90], Step [196/196], D_loss: -0.7365, G_loss: 2.1623, acc: 87.5000
Epoch [40/90], Step [196/196], D_loss: -0.1035, G_loss: 1.1859, acc: 90.0000
Epoch [41/90], Step [196/196], D_loss: -0.4410, G_loss: 1.2407, acc: 90.0000
Epoch [42/90], Step [196/196], D_loss: -1.1973, G_loss: 1.7666, acc: 95.0000
Epoch [43/90], Step [196/196], D_loss: -0.6797, G_loss: 1.1171, acc: 90.0000
Epoch [44/90], Step [196/196], D_loss: -1.2650, G_loss: 1.1009, acc: 93.7500
Epoch [45/90], Step [196/196], D_loss: -1.1565, G_loss: 2.4080, acc: 93.7500
Epoch [46/90], Step [196/196], D_loss: -1.2413, G_loss: 2.0966, acc: 92.5000
Epoch [47/90], Step [196/196], D_loss: -1.1589, G_loss: 4.0468, acc: 95.0000
Epoch [48/90], Step [196/196], D_loss: 0.1510, G_loss: 1.1721, acc: 96.2500
Epoch [49/90], Step [196/196], D_loss: -1.2598, G_loss: 1.2512, acc: 95.0000
Epoch [50/90], Step [196/196], D_loss: -1.3038, G_loss: 2.0275, acc: 92.5000
Epoch [51/90], Step [196/196], D_loss: -1.1265, G_loss: 2.9191, acc: 91.2500
Epoch [52/90], Step [196/196], D_loss: -1.2334, G_loss: 1.3743, acc: 98.7500
Epoch [53/90], Step [196/196], D_loss: -1.1974, G_loss: 1.9959, acc: 96.2500
Epoch [54/90], Step [196/196], D_loss: -0.9829, G_loss: 4.3393, acc: 92.5000
Epoch [55/90], Step [196/196], D_loss: -1.0536, G_loss: 1.9284, acc: 90.0000
Epoch [56/90], Step [196/196], D_loss: -0.6757, G_loss: 2.1058, acc: 95.0000
Epoch [57/90], Step [196/196], D_loss: -0.0654, G_loss: 2.3676, acc: 91.2500
Epoch [58/90], Step [196/196], D_loss: -1.2638, G_loss: 2.1443, acc: 98.7500
Epoch [59/90], Step [196/196], D_loss: -1.0272, G_loss: 2.0262, acc: 96.2500
Epoch [60/90], Step [196/196], D_loss: -1.3670, G_loss: 2.1987, acc: 97.5000
Epoch [61/90], Step [196/196], D_loss: -0.5230, G_loss: 1.0425, acc: 92.5000
Epoch [62/90], Step [196/196], D_loss: -1.1905, G_loss: 2.8193, acc: 87.5000
Epoch [63/90], Step [196/196], D_loss: -0.9311, G_loss: 3.8826, acc: 93.7500
Epoch [64/90], Step [196/196], D_loss: -0.8337, G_loss: 1.4160, acc: 91.2500
Epoch [65/90], Step [196/196], D_loss: -1.3259, G_loss: 2.3110, acc: 95.0000
Epoch [66/90], Step [196/196], D_loss: -0.6966, G_loss: 0.5562, acc: 91.2500
Epoch [67/90], Step [196/196], D_loss: -0.4571, G_loss: 0.0132, acc: 90.0000
Epoch [68/90], Step [196/196], D_loss: -0.9655, G_loss: 0.1175, acc: 93.7500
Epoch [69/90], Step [196/196], D_loss: -1.1772, G_loss: 2.5704, acc: 96.2500
Epoch [70/90], Step [196/196], D_loss: -1.3290, G_loss: 2.1264, acc: 93.7500
Epoch [71/90], Step [196/196], D_loss: -0.3923, G_loss: 0.1292, acc: 95.0000
Epoch [72/90], Step [196/196], D_loss: -1.3128, G_loss: 2.8785, acc: 92.5000
Epoch [73/90], Step [196/196], D_loss: -1.0286, G_loss: 3.4453, acc: 88.7500
Epoch [74/90], Step [196/196], D_loss: 0.4610, G_loss: 1.7776, acc: 90.0000
Epoch [75/90], Step [196/196], D_loss: -1.2262, G_loss: 1.6336, acc: 95.0000
Epoch [76/90], Step [196/196], D_loss: -1.4420, G_loss: 1.8261, acc: 98.7500
Epoch [77/90], Step [196/196], D_loss: -1.3568, G_loss: 2.0881, acc: 95.0000
Epoch [78/90], Step [196/196], D_loss: -0.7051, G_loss: 1.3024, acc: 95.0000
Epoch [79/90], Step [196/196], D_loss: -1.2413, G_loss: 1.7008, acc: 96.2500
Epoch [80/90], Step [196/196], D_loss: -1.2745, G_loss: 1.3230, acc: 97.5000
Epoch [81/90], Step [196/196], D_loss: -1.1940, G_loss: 3.1426, acc: 97.5000
Epoch [82/90], Step [196/196], D_loss: -0.8438, G_loss: 0.1061, acc: 97.5000
Epoch [83/90], Step [196/196], D_loss: -1.2230, G_loss: 2.5373, acc: 95.0000
Epoch [84/90], Step [196/196], D_loss: 0.5368, G_loss: 0.7382, acc: 92.5000
Epoch [85/90], Step [196/196], D_loss: -1.1567, G_loss: 1.1719, acc: 92.5000
Epoch [86/90], Step [196/196], D_loss: -1.4282, G_loss: 2.0024, acc: 98.7500
Epoch [87/90], Step [196/196], D_loss: -1.1289, G_loss: 0.6106, acc: 97.5000
Epoch [88/90], Step [196/196], D_loss: -1.3313, G_loss: 2.3576, acc: 95.0000
Epoch [89/90], Step [196/196], D_loss: -0.0729, G_loss: 0.2040, acc: 95.0000
Epoch [90/90], Step [196/196], D_loss: -0.9591, G_loss: 0.8748, acc: 96.2500
Models saved to models/cifar_acgan2
{'threshold': 8.917417621612548, 'natural_accuracy': 0.9400000000000007, 'adversarial_accuracy': 0.0, 'adversarial_detection_accuracy': np.float64(16.400000000000002), 'pAUC': np.float64(0.029186)}
==> Preparing dataset cifar..
Files already downloaded and verified
Files already downloaded and verified
==> Preparing dataset cifar..
Files already downloaded and verified
Files already downloaded and verified
Starting ACGAN training ...
Epoch [1/90], Step [196/196], D_loss: 0.0122, G_loss: 1.8837, acc: 32.5000
Epoch [2/90], Step [196/196], D_loss: 0.2998, G_loss: 0.6466, acc: 37.5000
Epoch [3/90], Step [196/196], D_loss: -0.1924, G_loss: 2.5958, acc: 38.7500
Epoch [4/90], Step [196/196], D_loss: -0.2769, G_loss: 1.7321, acc: 48.7500
Epoch [5/90], Step [196/196], D_loss: 0.3582, G_loss: 1.2548, acc: 63.7500
Epoch [6/90], Step [196/196], D_loss: -0.2341, G_loss: 2.1317, acc: 58.7500
Epoch [7/90], Step [196/196], D_loss: 0.1031, G_loss: -0.0052, acc: 73.7500
Epoch [8/90], Step [196/196], D_loss: -0.6257, G_loss: 1.8900, acc: 71.2500
Epoch [9/90], Step [196/196], D_loss: -0.1017, G_loss: 1.6067, acc: 73.7500
Epoch [10/90], Step [196/196], D_loss: -0.6840, G_loss: 3.0133, acc: 68.7500
Epoch [11/90], Step [196/196], D_loss: -0.5009, G_loss: 1.1526, acc: 68.7500
Epoch [12/90], Step [196/196], D_loss: -0.4071, G_loss: 3.8031, acc: 72.5000
Epoch [13/90], Step [196/196], D_loss: -0.6288, G_loss: 1.7190, acc: 70.0000
Epoch [14/90], Step [196/196], D_loss: -0.6360, G_loss: 4.1021, acc: 76.2500
Epoch [15/90], Step [196/196], D_loss: -0.8694, G_loss: 1.9896, acc: 71.2500
Epoch [16/90], Step [196/196], D_loss: -0.6724, G_loss: 1.3734, acc: 77.5000
Epoch [17/90], Step [196/196], D_loss: -0.3749, G_loss: 2.6930, acc: 82.5000
Epoch [18/90], Step [196/196], D_loss: -0.6768, G_loss: 2.1392, acc: 80.0000
Epoch [19/90], Step [196/196], D_loss: -0.9593, G_loss: 2.1244, acc: 77.5000
Epoch [20/90], Step [196/196], D_loss: -1.0157, G_loss: 2.0185, acc: 78.7500
Epoch [21/90], Step [196/196], D_loss: -0.6767, G_loss: 3.4829, acc: 77.5000
Epoch [22/90], Step [196/196], D_loss: -0.3009, G_loss: 0.2136, acc: 80.0000
Epoch [23/90], Step [196/196], D_loss: -1.0126, G_loss: 2.9936, acc: 85.0000
Epoch [24/90], Step [196/196], D_loss: -0.8470, G_loss: 3.3630, acc: 86.2500
Epoch [25/90], Step [196/196], D_loss: -1.2770, G_loss: 2.4022, acc: 91.2500
Epoch [26/90], Step [196/196], D_loss: -0.9208, G_loss: 1.3366, acc: 83.7500
Epoch [27/90], Step [196/196], D_loss: -0.9081, G_loss: 1.7038, acc: 82.5000
Epoch [28/90], Step [196/196], D_loss: -0.9616, G_loss: 1.4250, acc: 87.5000
Epoch [29/90], Step [196/196], D_loss: -0.7456, G_loss: 0.2193, acc: 93.7500
Epoch [30/90], Step [196/196], D_loss: -1.0589, G_loss: 1.7621, acc: 85.0000
Epoch [31/90], Step [196/196], D_loss: -1.1501, G_loss: 2.1456, acc: 87.5000
Epoch [32/90], Step [196/196], D_loss: -1.2799, G_loss: 1.9342, acc: 93.7500
Epoch [33/90], Step [196/196], D_loss: -1.2394, G_loss: 2.0183, acc: 88.7500
Epoch [34/90], Step [196/196], D_loss: -0.4614, G_loss: 0.4377, acc: 91.2500
Epoch [35/90], Step [196/196], D_loss: -0.0186, G_loss: 3.0725, acc: 92.5000
Epoch [36/90], Step [196/196], D_loss: -1.1732, G_loss: 3.0679, acc: 91.2500
Epoch [37/90], Step [196/196], D_loss: 1.0027, G_loss: 0.0972, acc: 87.5000
Epoch [38/90], Step [196/196], D_loss: -1.3036, G_loss: 2.6930, acc: 93.7500
